,node.id,symbol
7792,733163,TRADD
7793,722355,ADRB2
7794,735651,ARHGAP10
7795,708104,JMJD7-PLA2G4B
7796,725330,FZD8
7797,715479,LIPC
7798,726136,SEMA3C
7799,725626,EGFR
7800,733151,AKT2
7801,718862,PABPC1L
7802,737701,NFKB2
7803,738226,KRAS
7804,714577,PNP
7805,728393,IFNA6
7806,734420,COL1A1
7807,714721,UGT1A5
7808,731771,TAS2R45
7809,725049,PRKCH
7810,737972,FGF10
7811,738531,E2F1
7812,736452,CHUK
7813,710127,ALDH1L2
7814,724191,RUFY1
7815,718645,NUDT21
7816,726801,CAV1
7817,739612,MTOR
7818,723500,CAPN1
7819,719832,DUSP5
7820,719634,POLE4
7821,703199,POLR1C
7822,735049,MT-ND4
7823,722209,PTGFR
7824,730183,WASL
7825,739068,MAPK1
7826,740450,CACNB3
7827,707439,B3GAT1
7828,740892,CAV1
7829,732021,RAC3
7830,729122,IL20
7831,719879,CHUK
7832,729804,IKBKG
7833,714983,ACSL1
7834,721038,GH2
7835,722857,PRKACA
7836,735142,ATP5G1
7837,712029,UGT2B17
7838,726573,SIRPB1
7839,729278,NFATC3
7840,734755,RXRA
7841,705767,AHCYL1
7842,706912,UGT1A9
7843,707319,HPSE
7844,700243,SUCLA2
7845,719384,PCK2
7846,734897,MT-CO2
7847,715697,B3GNT4
7848,722500,MCM7
7849,735047,MT-ND2
7850,737912,TRAF1
7851,722126,CALCRL
7852,740442,CACNG6
7853,724932,CACNG1
7854,732026,ARHGEF1
7855,707433,CSGALNACT2
7856,736897,CD40LG
7857,721472,GNG13
7858,708340,PLA2G2F
7859,736135,WASF1
7860,715598,B3GALT6
7861,714636,POLD2
7862,738964,PDGFA
7863,725137,CALD1
7864,740707,ITGB5
7865,726795,TNR
7866,722255,SSTR3
7867,730460,PLCG2
7868,732138,INSRR
7869,730630,ARNTL
7870,736884,HSPA1L
7871,735403,MT-ATP8
7872,737243,ITGAL
7873,730774,RAP1A
7874,725909,MAPK3
7875,732913,CALM3
7876,733888,ADCY8
7877,738516,PGF
7878,727264,CD274
7879,732623,ITPR3
7880,700246,IDH1
7881,735962,F11R
7882,739502,MAP2K2
7883,708185,PGS1
7884,733421,FOXA2
7885,727992,PLCB4
7886,726152,SEMA4B
7887,735668,ARPC1A
7888,714927,PDHB
7889,727305,CLDN15
7890,731858,CALM3
7891,728969,PIK3CB
7892,725409,RBX1
7893,735373,UQCRC1
7894,736790,STAT1
7895,733112,ACACB
7896,706868,GLT25D1
7897,708171,CDS1
7898,733001,WNT8A
7899,714453,DGKD
7900,728115,C8B
7901,726287,MAPKAPK3
7902,722523,CDC27
7903,728303,HSP90AB1
7904,730952,IRS2
7905,728071,F2R
7906,727192,MPZ
7907,706133,HK3
7908,733635,GLUD2
7909,728221,NFYA
7910,734824,NDUFB6
7911,727681,PARD3
7912,734205,ATP1A2
7913,737947,MAPK1
7914,721464,GNG3
7915,724486,CTSL1
7916,732014,ARHGEF7
7917,714532,GAA
7918,733547,ADCY9
7919,719714,RFC1
7920,736145,ARPC5L
7921,702171,AKR1C3
7922,734489,ATP1B4
7923,736322,NOS2
7924,737633,FGFR3
7925,711428,CHST11
7926,735594,IL1A
7927,735525,TGM2
7928,730864,NGF
7929,737221,HLA-DQB1
7930,732898,PRKACB
7931,726109,RGS3
7932,728078,PROS1
7933,721553,STAT5B
7934,710109,MTHFD2L
7935,715849,PGAM2
7936,721355,CCR7
7937,738540,TGFBR1
7938,715011,DHCR24
7939,712256,NAT1
7940,714541,GATM
7941,737689,RAF1
7942,715610,CHSY3
7943,723996,CLTB
7944,715173,ATP5G2
7945,711404,CA9
7946,727250,CD2
7947,731619,OR14J1
7948,714468,GLS
7949,738367,GAB1
7950,732324,PHKB
7951,732113,ITGA8
7952,731651,OR4A16
7953,732851,PIK3CD
7954,739426,TGFBR1
7955,718515,EIF2B3
7956,735383,COX6A2
7957,740427,TAP2
7958,735484,GPX1
7959,725755,WNT8A
7960,715006,MSMO1
7961,720455,PIK3R2
7962,732688,MAP2K4
7963,705736,SEPHS2
7964,702773,NT5C1B
7965,714931,HAL
7966,723451,IFNA2
7967,740283,HLA-DRB1
7968,737795,CYCS
7969,733498,PIK3R2
7970,739066,BRAF
7971,737675,STAT3
7972,723453,IFNA5
7973,733470,FXYD2
7974,733407,NKX2-2
7975,715645,PIGM
7976,731558,OR10G7
7977,711854,AKR1C2
7978,727909,TUBB4B
7979,727168,SPN
7980,737684,KRAS
7981,735204,GRIN1
7982,735092,SDHA
7983,704287,SUV39H1
7984,702730,POLE4
7985,701418,GCDH
7986,731855,CALML5
7987,724555,BAAT
7988,715720,ST8SIA1
7989,734224,LCT
7990,718967,POLR1C
7991,728970,PIK3CD
7992,733380,HLA-E
7993,731360,OR6K6
7994,733598,DYNC2LI1
7995,709828,SUCLG1
7996,720124,MAPK9
7997,727018,COL4A6
7998,735434,POLR2C
7999,708705,PLA2G3
8000,706165,PGM2L1
8001,715638,DPM2
8002,735474,SLC25A31
8003,724408,ATP6V0E1
8004,707337,HEXB
8005,725694,NOTCH3
8006,735175,UBE2G2
8007,739417,HDAC1
8008,724847,IL1A
8009,720981,IL28A
8010,740089,FCGR1A
8011,707016,CYB5R3
8012,721999,TSPO
8013,731837,GUCA1B
8014,730720,RPS6KA6
8015,726336,SHC2
8016,737356,CLDN2
8017,730347,ITGB2
8018,735926,ATP6V1D
8019,736195,BTRC
8020,702701,POLR2D
8021,737586,FZD4
8022,731778,TAS2R3
8023,715095,NDUFB4
8024,715676,ABO
8025,740889,ABL1
8026,735060,NDUFA8
8027,727463,SMAD2
8028,728632,NLRP1
8029,721442,PLCB3
8030,728100,BDKRB1
8031,715183,ATP6V0B
8032,720804,DRD1
8033,728444,TLR6
8034,737130,SERPINB13
8035,725447,PPP2R5D
8036,734264,AKT1
8037,714680,BTD
8038,732777,CDC23
8039,726250,CDC42
8040,703176,POLR2J2
8041,737154,CFB
8042,732458,IRS4
8043,714745,GFPT1
8044,722245,OXTR
8045,723460,IFNA16
8046,714917,BHMT
8047,722816,CDC25C
8048,736333,PTPN6
8049,740564,CACNG4
8050,723061,CCNB3
8051,722386,CHRNA1
8052,721452,SHC1
8053,726474,IFNGR1
8054,724928,CACNB1
8055,723462,IFNA21
8056,711935,FMO1
8057,725173,PRKX
8058,722878,YWHAG
8059,715260,TK1
8060,725344,RAC2
8061,706189,UGT2B17
8062,729438,KLRC3
8063,737045,ARG1
8064,715089,NDUFA9
8065,737573,ITGA2
8066,718647,PAPOLA
8067,709382,ST6GALNAC4
8068,725401,CHD8
8069,734052,PRKCA
8070,720949,TNFSF13
8071,733009,WNT5B
8072,733833,ATP1A4
8073,737536,WNT10A
8074,736290,HLA-DOA
8075,732274,PTPN1
8076,711770,GSTM1
8077,732376,SHC3
8078,722634,CDK6
8079,706918,UGT2B7
8080,732047,MAP2K2
8081,734810,NDUFA3
8082,726444,STAT1
8083,721109,CCL2
8084,718828,LSM6
8085,733694,CA2
8086,728755,IFNA16
8087,723625,DERL1
8088,720389,BAD
8089,706921,UGT2B17
8090,716882,HPSE2
8091,736163,CHUK
8092,737696,RASSF5
8093,730730,GRIN2C
8094,732967,CREB3L1
8095,720686,MYLK3
8096,734945,FAS
8097,728228,RFXANK
8098,737658,AXIN1
8099,721590,NFKBIB
8100,723700,PARK2
8101,724986,UQCRH
8102,715136,COX6B1
8103,723812,CTSD
8104,714627,POLR1C
8105,722011,GRIA2
8106,739237,FGF13
8107,718982,POLR1E
8108,715491,IDI2
8109,728088,KNG1
8110,724749,TP53
8111,723988,TRAF6
8112,732422,PIK3CB
8113,711818,ADH6
8114,724088,DAB2
8115,737940,CSF3R
8116,735398,COX5A
8117,729016,CBLB
8118,728641,CARD8
8119,732321,CALML5
8120,726482,JUNB
8121,738658,PIK3R1
8122,708120,PPAP2B
8123,732551,PRKCD
8124,729111,IFNA8
8125,735081,NDUFS5
8126,728654,MAPK10
8127,725128,PLA2G5
8128,724030,SNF8
8129,736799,HLA-DPA1
8130,726811,BCL2
8131,706209,AGL
8132,715550,B4GALT3
8133,700263,ACO1
8134,725203,NPR2
8135,735152,SLC25A6
8136,726346,RAF1
8137,733996,CAMK2G
8138,701423,ALDH3A2
8139,724836,TNFRSF1A
8140,714528,SI
8141,725923,TGFB1
8142,728282,HLA-DOA
8143,715380,SMPD4
8144,715484,DGAT2
8145,727316,CLDN9
8146,727024,COL11A1
8147,725160,ADCY5
8148,739220,PDGFRA
8149,722678,HDAC2
8150,716907,IDH1
8151,737729,MAPK8
8152,705604,ALDH2
8153,738233,MAPK8
8154,739102,TCF7L2
8155,731820,GNAT2
8156,737967,FGF5
8157,708341,PLA2G12A
8158,718480,EIF2S1
8159,726162,SRGAP2
8160,720638,CD38
8161,706404,MAN1A1
8162,722642,CCND1
8163,722016,GRIK1
8164,726555,NOX3
8165,726257,PLCG1
8166,722904,PPP2CA
8167,736850,PLA2G1B
8168,718793,EXOSC3
8169,710766,DHRS3
8170,718956,POLR2L
8171,726874,MAPK8
8172,721806,ITPK1
8173,730174,ARPC1B
8174,728439,TLR2
8175,721469,GNG11
8176,704731,MAOB
8177,703574,CBS
8178,715651,PIGF
8179,725882,LEFTY2
8180,722794,CDC16
8181,722263,OPRM1
8182,729310,PRKCG
8183,710249,ACP1
8184,722041,GABRA5
8185,737624,PDGFRA
8186,715518,STT3B
8187,736528,PPP2R2A
8188,721376,CCL4L2
8189,701026,UGT1A9
8190,715084,NDUFA4
8191,732586,MAP2K3
8192,735829,ATP6V1G2
8193,729811,AKT3
8194,736838,ITGA6
8195,731300,CALM3
8196,739966,HLA-DOB
8197,702158,CYP11B1
8198,702662,PDE2A
8199,709487,PKLR
8200,728426,CCL5
8201,729611,PIK3CG
8202,711517,CARS2
8203,706893,GXYLT1
8204,733502,INS
8205,732391,BRAF
8206,739193,TCF7L1
8207,722666,ABL1
8208,710995,UGT2B7
8209,722397,CHRNE
8210,725130,PLA2G12A
8211,731289,CAMK2A
8212,739169,DVL2
8213,734868,MT-ATP8
8214,720990,IFNW1
8215,736611,ICAM1
8216,738505,MAPK8
8217,726700,AKT3
8218,727544,FARP2
8219,736068,WAS
8220,724393,ATP6V0D2
8221,722649,CDKN2D
8222,732749,ADCY4
8223,736833,AKT1
8224,710040,L2HGDH
8225,729427,CD244
8226,729068,CRLF2
8227,727197,CNTNAP2
8228,702832,NPR1
8229,730200,LIMK2
8230,728798,MAP3K7
8231,725463,SENP2
8232,722658,RBL2
8233,704602,SMS
8234,702863,NUDT2
8235,730043,PLA2G6
8236,737516,CASP9
8237,733377,HLA-A
8238,725801,IHH
8239,714555,ALDH3B2
8240,733400,ONECUT1
8241,730564,HLA-DRB1
8242,724640,EIF4E1B
8243,720617,CAMK2B
8244,732383,RPS6KB2
8245,720735,ADRA1A
8246,736418,TRAF6
8247,730387,ROCK2
8248,700611,AKR1B1
8249,730737,PRKX
8250,729684,FYN
8251,720618,CAMK2D
8252,738533,E2F3
8253,734831,NDUFS1
8254,735334,NDUFB3
8255,739745,COL4A6
8256,735124,COX8C
8257,721066,LEP
8258,700366,PFKP
8259,739217,FGFR1
8260,715065,MDH2
8261,734256,PIK3CD
8262,718364,NXF1
8263,739232,FGF8
8264,728369,IFNB1
8265,714788,AMT
8266,734062,ATP1A1
8267,720940,TNFRSF8
8268,725335,WNT5B
8269,722869,ADCY8
8270,714890,ALDH2
8271,723028,EI24
8272,730644,CUL1
8273,733370,HLA-DRA
8274,735563,NCAM2
8275,737456,RXRA
8276,722144,S1PR5
8277,714737,GALK1
8278,708166,LYPLA1
8279,726835,FLT4
8280,724976,COX8C
8281,705270,TPH2
8282,706204,G6PC
8283,720076,TRAF6
8284,724954,MYL2
8285,731321,OR52R1
8286,738414,KRAS
8287,710727,RDH12
8288,728664,MAPK12
8289,727893,HTR2A
8290,723717,CKAP4
8291,740069,IFNA13
8292,732306,PPP1CA
8293,725454,PRKACG
8294,714444,SRM
8295,733223,PIK3CA
8296,737556,COL4A5
8297,728389,IFNA1
8298,727729,MYL5
8299,721577,RAC2
8300,711700,CYP3A7
8301,730421,RAC1
8302,733570,ARHGDIB
8303,709307,FUT2
8304,739007,MAP2K2
8305,733285,MAFA
8306,723607,UBE4B
8307,729047,IL5RA
8308,737618,STAT5B
8309,726301,AKT1
8310,714833,DNMT3L
8311,727790,MAGI2
8312,708881,FUT3
8313,730713,CALML5
8314,730379,MYLPF
8315,727989,PLCB1
8316,721095,CCL14
8317,723514,DAD1
8318,726340,MAPK3
8319,702755,AK5
8320,718335,SMN1
8321,701404,HADHB
8322,715207,ADSSL1
8323,734125,PLA2G3
8324,733577,RAB5A
8325,703831,CDO1
8326,708468,PLA2G3
8327,731466,OR2J2
8328,723032,GTSE1
8329,724937,SLC8A1
8330,723506,SEC61A1
8331,728358,ANPEP
8332,740257,ACTN3
8333,724083,EPN1
8334,735838,ERO1L
8335,715154,ATP5H
8336,714958,ACOX1
8337,705285,ALDH2
8338,731307,PRKACG
8339,722504,ORC3
8340,704927,WBSCR22
8341,731484,OR2Z1
8342,727925,ADCY8
8343,730448,CXCL12
8344,725376,CCND1
8345,735095,SDHD
8346,732564,CGA
8347,707329,HYAL1
8348,715907,PCK1
8349,703189,POLR2I
8350,720758,BDKRB1
8351,732951,EP300
8352,739354,E2F1
8353,729983,PDK1
8354,730136,MAPK1
8355,714560,IDO2
8356,740716,LAMA2
8357,708112,DGKZ
8358,718471,PABPC5
8359,725484,SFRP1
8360,718632,UPF1
8361,715102,NDUFC1
8362,708628,PLA2G2A
8363,726876,MAPK10
8364,737815,MECOM
8365,723986,SMURF1
8366,736338,ELK1
8367,700041,LDHB
8368,719093,POLD2
8369,700374,PGD
8370,711780,MGST1
8371,739240,FGF21
8372,722047,GABRE
8373,737529,WNT8A
8374,721019,PDGFB
8375,735502,AP2A1
8376,723632,RBX1
8377,723507,SEC61A2
8378,720824,CACNA1I
8379,708176,C17orf48
8380,731784,TAS2R7
8381,706431,ALG10B
8382,737611,PIK3CG
8383,731939,CFL1
8384,738655,PIK3CB
8385,737168,MBL2
8386,729009,PIAS1
8387,734848,SDHB
8388,725480,LRP5
8389,718437,EIF3E
8390,734121,PLA2G4E
8391,726767,COL6A2
8392,705781,GGT7
8393,735340,NDUFB9
8394,722310,AGTR2
8395,727224,CADM3
8396,715921,UPRT
8397,702653,PAICS
8398,720436,PLCG2
8399,718833,DDX6
8400,719856,PLA2G2E
8401,729707,MAPK1
8402,719647,RPA2
8403,727255,JAM3
8404,728459,PIK3CB
8405,724542,ACOX3
8406,727233,PVR
8407,729344,GZMB
8408,733366,HLA-DPB1
8409,738630,TCF7
8410,721005,IFNA21
8411,710244,ENPP3
8412,715440,CBR3
8413,704278,EHMT2
8414,721784,INPP5E
8415,734254,PIK3CA
8416,714569,NT5C2
8417,731654,OR4F16
8418,720999,IFNA8
8419,723651,DNAJB1
8420,736826,PIK3R1
8421,721007,FLT3LG
8422,736436,FOS
8423,706966,PGM1
8424,703584,PSAT1
8425,740828,HLA-DQA2
8426,706413,ALG11
8427,710520,VNN1
8428,727269,HLA-DMA
8429,707020,RENBP
8430,715304,JMJD7-PLA2G4B
8431,729675,NCK2
8432,724121,SH3GL2
8433,714594,ALLC
8434,710000,ACSM1
8435,711049,ALAS2
8436,736821,PIK3R5
8437,728061,F13A1
8438,739437,CDKN1B
8439,720033,ELK1
8440,728609,TAB1
8441,708763,SMPD3
8442,736309,NFKBIA
8443,729391,RAF1
8444,735948,RELA
8445,708356,PLD2
8446,727064,SV2B
8447,731925,NCKAP1
8448,723419,ATG3
8449,737855,RUNX1T1
8450,724493,HLA-E
8451,736845,PLA2G4E
8452,730001,LCP2
8453,726059,RHOA
8454,709971,ECHS1
8455,731669,OR6A2
8456,740344,HLA-DRB4
8457,721157,TNFRSF10D
8458,703593,DAO
8459,720927,TGFB3
8460,702697,POLR3K
8461,733229,PIK3R3
8462,736870,LAMB2
8463,728230,CREB1
8464,740607,ITGA4
8465,719941,FGFR1
8466,721383,CXCL16
8467,731404,OR8B12
8468,715108,NDUFS4
8469,733222,PIK3R5
8470,730538,CD40LG
8471,715163,ATP5A1
8472,729618,CD40LG
8473,737063,GNA15
8474,718674,PABPC1
8475,715558,GALNT5
8476,737848,ZBTB16
8477,725841,ACVR2B
8478,715379,SMPD3
8479,727223,NEGR1
8480,736502,PIK3R5
8481,704850,DCT
8482,710784,CYP2C18
8483,722390,CHRNA5
8484,719424,CPT1A
8485,730682,PRKCG
8486,732665,MAPK3
8487,730836,BDNF
8488,722195,P2RY4
8489,740492,TNNT2
8490,737438,AKT3
8491,730032,PLA2G4E
8492,732056,PIK3R5
8493,715755,FLAD1
8494,705689,CDO1
8495,726453,PIK3R5
8496,724765,CASP7
8497,725704,MFNG
8498,727299,CLDN4
8499,726514,CTSK
8500,719959,CACNG6
8501,722005,GLRA3
8502,732957,TCF7L1
8503,714731,UGT2B17
8504,701766,CYP27B1
8505,703291,DHODH
8506,701411,ADH1B
8507,730878,MAP2K2
8508,733466,ATP1A4
8509,740333,HLA-DMB
8510,720080,CD14
8511,736657,TLR9
8512,731169,GNAI1
8513,714580,APRT
8514,733730,ADCY5
8515,730150,AKT2
8516,734799,APP
8517,722828,PLK1
8518,739789,CDK6
8519,740063,IFNA4
8520,732657,CACNA1C
8521,706344,DPM2
8522,727720,MYH3
8523,736476,GNAI2
8524,738391,PIK3CD
8525,727171,CD22
8526,730451,GNAI1
8527,723723,SSR3
8528,739732,PIK3R1
8529,739101,TCF7
8530,731544,OR8K1
8531,727962,SOS2
8532,740146,HLA-DRB5
8533,731397,OR8K3
8534,700507,UGT1A4
8535,732413,RHEB
8536,731443,OR5K1
8537,725764,WNT3A
8538,707635,MBOAT2
8539,708313,PPAP2B
8540,702190,UGT1A7
8541,738204,PIK3CA
8542,735919,TCIRG1
8543,729573,CDK4
8544,728802,IL8
8545,735532,CREB3L2
8546,725298,PRKCG
8547,732829,CCNA1
8548,735678,PTK2
8549,740894,RAC1
8550,715832,OAT
8551,725103,PPP1R14A
8552,736984,NFKB1
8553,709821,ACSS2
8554,725158,ADCY2
8555,737883,SKP2
8556,740842,HLA-A
8557,714438,ME1
8558,730214,MARCKSL1
8559,734961,APOE
8560,736466,TGFBR2
8561,715398,SPTLC3
8562,728600,NFKBIB
8563,735075,NDUFC2
8564,727281,HLA-DRB4
8565,738489,BRAF
8566,723876,PPT2
8567,730957,MAPK11
8568,724813,PIK3R2
8569,718441,EIF3D
8570,703615,MAOB
8571,715238,CMPK1
8572,711204,ACAT2
8573,735689,PIK3CG
8574,736449,RELA
8575,736265,FCGR2A
8576,737325,IFNAR1
8577,714572,NT5C3
8578,721946,LHB
8579,705591,GAD1
8580,734866,ATP5H
8581,726998,LAMA1
8582,708793,NEU2
8583,702664,PDE3B
8584,737288,DDX58
8585,706697,GALNT4
8586,708773,PPAP2B
8587,727974,PDGFC
8588,720743,HRH1
8589,731292,CAMK2G
8590,715483,PNPLA3
8591,732292,PRKAG2
8592,740104,C3
8593,730167,WASF3
8594,740092,FCGR3A
8595,715878,PGP
8596,720016,MAP2K5
8597,737056,C9
8598,736482,GNA11
8599,739974,HLA-DRB3
8600,706989,FPGT
8601,725684,NUMB
8602,718487,EIF4A2
8603,703193,POLR2J3
8604,731428,OR1L4
8605,734237,AMY2A
8606,737775,EGLN3
8607,721789,PIP4K2A
8608,724381,TUBB7P
8609,701443,CPT1C
8610,728615,CXCL1
8611,727186,PVRL2
8612,733157,IRS4
8613,718786,WDR61
8614,727678,LLGL2
8615,707764,MINPP1
8616,739464,CBLC
8617,725872,ACVR1
8618,729437,KLRC2
8619,733410,IAPP
8620,720798,CHRM5
8621,729356,ULBP1
8622,706690,GALNT7
8623,729130,GH1
8624,725890,PPP2CB
8625,735105,UQCRC1
8626,734495,ATP1B2
8627,736422,MAPK9
8628,707806,PLCD3
8629,733904,PLCB4
8630,707679,AKR1A1
8631,721566,KRAS
8632,721075,CCR10
8633,707867,ALDH6A1
8634,722235,F2RL1
8635,727667,CLDN6
8636,726693,PPP1CC
8637,732814,RPS6KA3
8638,719916,HRAS
8639,706951,GALE
8640,707320,GNS
8641,733739,PRKACA
8642,726052,PAK4
8643,727257,F11R
8644,706424,DOLK
8645,735931,ATP6V0C
8646,732398,G6PC
8647,728989,SOCS3
8648,725698,DVL1
8649,711984,ADH5
8650,737875,E2F2
8651,722322,HTR1B
8652,723597,UBQLN2
8653,740677,CACNB1
8654,723600,UBQLN4
8655,736908,IL10
8656,740506,PRKAA1
8657,728250,KIR2DS1
8658,734950,BID
8659,703166,CAD
8660,710795,UGT1A6
8661,729838,FOS
8662,730592,LTBR
8663,730751,GRIA1
8664,722917,SPDYC
8665,729107,IFNA4
8666,705520,GOT2
8667,721522,RAP1A
8668,708700,PLA2G4B
8669,715756,PNPO
8670,729002,STAT5A
8671,722212,PTGER2
8672,730933,CAMK2A
8673,738466,AKT3
8674,731849,ARRB2
8675,707672,ALDH2
8676,738268,CTNNB1
8677,732974,ADCY6
8678,732578,ATF4
8679,714612,POLR2D
8680,726681,MYL12A
8681,723482,DDIT3
8682,703607,ALAS2
8683,731335,OR10P1
8684,726273,PLA2G3
8685,735539,BAX
8686,730994,YWHAG
8687,714472,B4GALT1
8688,740741,ADCY2
8689,728277,HLA-G
8690,731209,CACNA1A
8691,711787,UGT2A1
8692,727071,SDC3
8693,714820,PRODH2
8694,730317,CLDN4
8695,702769,NT5E
8696,730881,RAF1
8697,739175,FZD5
8698,704301,PLOD3
8699,739276,PIK3CB
8700,737177,PLG
8701,712305,UGT1A4
8702,714608,POLR3K
8703,726853,VEGFC
8704,736859,JMJD7-PLA2G4B
8705,737951,AKT3
8706,732160,FGF22
8707,726043,SLIT1
8708,724963,COX6A1
8709,735267,PPP3CB
8710,720765,CCKAR
8711,718372,NXT1
8712,731956,PIP5K1A
8713,736260,ITGA4
8714,732846,PGR
8715,731999,ENAH
8716,737314,IFNA5
8717,711953,CYP2C8
8718,708443,GPX5
8719,736754,MAPK13
8720,728286,HLA-DQA1
8721,705244,MAOB
8722,721544,PRKACG
8723,719823,RASGRF2
8724,736735,NFKBIA
8725,714829,DNMT1
8726,731566,OR4K13
8727,727769,INADL
8728,711943,CYP3A4
8729,728395,IFNA8
8730,711698,CYP1A1
8731,736291,HLA-DOB
8732,739087,CCND1
8733,722789,ANAPC7
8734,714449,DGKH
8735,731381,OR6B3
8736,724104,FGFR3
8737,731640,OR4K1
8738,735853,PLCG2
8739,720093,TGFB2
8740,715560,GALNTL2
8741,736972,LAMA2
8742,735935,ATP6V1G2
8743,734930,CACNA1C
8744,738889,BCL2
8745,735701,DNM1L
8746,722156,MTNR1B
8747,721761,DGKA
8748,727460,EP300
8749,715898,LTA4H
8750,738945,CASP9
8751,700257,SDHB
8752,730541,TNFRSF13B
8753,722532,BUB1B
8754,704478,GLS
8755,734211,FXYD2
8756,707629,PPAP2C
8757,738209,PIK3R2
8758,728259,KLRD1
8759,733492,PIK3R5
8760,724119,SH3GLB2
8761,727898,LPAR1
8762,708234,LPGAT1
8763,701813,AKR1D1
8764,735114,COX6A1
8765,711776,GSTT1
8766,722186,CNR2
8767,726745,PRKCB
8768,726516,CALCR
8769,730705,PPP3CB
8770,716718,INPP5J
8771,730134,MAP2K1
8772,731577,OR7A10
8773,722030,P2RX3
8774,715352,AGK
8775,704597,ALDH3A2
8776,715141,COX10
8777,711024,FTL
8778,722097,GRM3
8779,736189,IL8
8780,727660,CLDN20
8781,721371,CXCL1
8782,720446,ABL2
8783,740685,RYR2
8784,725741,BMP6
8785,725095,CALML3
8786,726725,TLN1
8787,718826,LSM4
8788,739187,CTNNB1
8789,702168,AKR1C4
8790,721580,NFKB1
8791,706176,UGT1A8
8792,715408,CYP2C9
8793,739853,PIK3CA
8794,714485,UROS
8795,733748,PLCB2
8796,720420,SHC3
8797,715120,UQCR10
8798,727037,GP9
8799,739967,HLA-DPA1
8800,735224,APAF1
8801,734941,CDK5R1
8802,715760,PDXK
8803,739885,EGF
8804,732294,PRKAA1
8805,727697,CTTN
8806,702680,ADCY7
8807,702202,UGT2B17
8808,730941,MAPK9
8809,739475,SMAD3
8810,727929,SRC
8811,729685,CD3G
8812,732604,PLA2G4E
8813,737026,CD1D
8814,739854,PIK3CB
8815,715628,NDST4
8816,721068,CTF1
8817,700485,XYLB
8818,738702,TGFA
8819,720725,CACNA1B
8820,727630,F11R
8821,707656,GK2
8822,700046,PKLR
8823,726066,ROBO1
8824,723143,SKP2
8825,729033,CSF3R
8826,724665,PRKAA2
8827,720368,GSK3B
8828,704342,ALDH3A2
8829,703838,MPST
8830,738393,PIK3R1
8831,721164,CXCR7
8832,714622,POLR3B
8833,708377,EPHX2
8834,711250,PDSS1
8835,729720,GSK3B
8836,731647,OR51E2
8837,722288,CCKAR
8838,722587,SMC1A
8839,733894,PRKACA
8840,739602,RPS6KB1
8841,704889,GOT1
8842,736682,COMP
8843,738618,CTNNA1
8844,737461,BAD
8845,721153,TNFRSF11B
8846,733087,PCK2
8847,738624,CASP9
8848,721156,TNFRSF10A
8849,735823,ATP6V1B1
8850,722090,GPR156
8851,733787,GUCY1B3
8852,720106,CDC42
8853,729315,SYK
8854,720153,PPP3CC
8855,711794,UGT1A9
8856,712020,UGT1A9
8857,729680,CD3D
8858,729716,MAPK11
8859,715889,ENO2
8860,710674,PTS
8861,734813,NDUFA6
8862,731437,OR1J4
8863,724548,AGXT
8864,715429,PTGES2
8865,736691,TGFB1
8866,714483,ADO
8867,709480,PCK1
8868,707808,PLCE1
8869,708811,B4GALT6
8870,729319,SH2D1A
8871,734389,KCNQ1
8872,740336,HLA-DPA1
8873,725803,SHH
8874,708123,PLD1
8875,707801,PIP5K1A
8876,720946,LTBR
8877,701762,SOAT2
8878,730045,PLA2G12B
8879,706395,MGAT3
8880,739984,IL10
8881,735504,AP2B1
8882,728138,MBL2
8883,730948,MAP3K5
8884,732081,CHRM4
8885,737534,WNT9A
8886,737974,FGF12
8887,700062,GAPDHS
8888,729608,PIK3CA
8889,727985,GRM5
8890,725326,FZD1
8891,732095,ITGA5
8892,739173,FZD10
8893,734438,COL11A2
8894,733024,NRAS
8895,715193,ATP5J2
8896,738672,ARAF
8897,739487,PIK3R5
8898,729303,HLA-E
8899,733362,HLA-DMB
8900,726017,DCC
8901,731489,OR13C9
8902,731001,CALML6
8903,729049,IL6ST
8904,700514,UGT2B15
8905,740128,CD86
8906,716715,PLCZ1
8907,730197,VASP
8908,731430,OR4C3
8909,730998,IKBKB
8910,715505,CYP2A7
8911,719861,PLA2G4A
8912,714953,DMGDH
8913,733241,SOCS1
8914,726091,EFNB3
8915,732781,FZR1
8916,727887,MAP2K5
8917,724112,NTRK1
8918,718445,EIF3I
8919,738468,AKT2
8920,700982,ALDH7A1
8921,728761,CHUK
8922,722294,FPR2
8923,715501,NAT1
8924,720895,IL22RA1
8925,732615,PLA2G6
8926,706948,CMAS
8927,731487,OR14A16
8928,724758,BIRC2
8929,710984,UGT1A10
8930,727687,EPB41L2
8931,714941,IVD
8932,719397,FABP1
8933,737851,PML
8934,739889,SOS1
8935,731975,PXN
8936,715919,DGUOK
8937,720145,JUND
8938,706442,DAD1
8939,723504,SEC61B
8940,740403,IKBKG
8941,731845,GRK1
8942,709768,MUT
8943,703242,NT5C3
8944,730381,MYL5
8945,731339,OR4L1
8946,739616,AKT1
8947,708084,ETNK1
8948,729597,AKT1
8949,711394,CA14
8950,729103,IL19
8951,739373,ARAF
8952,736180,MAPK3
8953,727073,HSPG2
8954,707692,DGKI
8955,732165,FGF23
8956,715798,DHRS9
8957,731498,OR10A2
8958,729358,MICB
8959,736445,IFNB1
8960,703132,NAT2
8961,729614,PIK3R3
8962,724564,PECR
8963,732162,PDGFB
8964,719414,ACADM
