,matlab,python,delta
205281_s_at,-164.16583300000002,163.73094740724738,0.43488559275263583
205282_at,-88.300466,106.19332268224112,-17.892856682241117
205283_at,-142.374594,142.6692172144812,-0.29462321448119155
205284_at,-91.015295,90.84360234842994,0.17169265157005498
205285_s_at,-178.928677,182.70015128492997,-3.7714742849299796
205286_at,-148.196584,149.18736747110552,-0.9907834711055159
205287_s_at,-178.062021,186.1667179917774,-8.104696991777416
205288_at,-174.35648799999998,173.2943611310917,1.0621268689082797
205289_at,-195.804733,195.77145915140434,0.03327384859565541
205290_s_at,-199.84031399999998,199.73985122715075,0.10046277284922667
205291_at,-142.905008,146.1652130143385,-3.2602050143384815
205292_s_at,-110.319221,118.65235997370782,-8.333138973707818
205293_x_at,-205.39878000000002,205.75940457910986,-0.3606245791098388
205294_at,-132.96723400000002,130.74906376590977,2.218170234090252
205295_at,-173.906992,174.37249025750535,-0.46549825750534524
205296_at,-135.503968,134.5790865114964,0.924881488503587
205297_s_at,-170.08641,168.1615891745052,1.9248208254948054
205298_s_at,-133.215296,133.70240812069989,-0.48711212069989074
205299_s_at,-177.833085,178.08311176429632,-0.2500267642963081
205300_s_at,-188.234258,186.95883254115512,1.275425458844893
205301_s_at,-107.47106200000002,113.42068350183257,-5.949621501832553
205302_at,-206.02786799999998,204.11640709778268,1.9114609022173
205303_at,-197.20498,200.63147326252854,-3.4264932625285383
205304_s_at,-193.49401899999998,195.40552609258808,-1.9115070925880957
205305_at,-209.807605,219.4063848067144,-9.598779806714418
205306_x_at,-154.670106,152.5035833158911,2.1665226841089122
205307_s_at,-128.340567,128.52177109742752,-0.18120409742752486
205308_at,-107.18871100000001,107.05589398860633,0.13281701139368352
205309_at,-87.053854,92.4391615239382,-5.385307523938195
205310_at,-114.093399,121.75443449554723,-7.661035495547225
205311_at,-207.01992099999998,207.77335673129033,-0.7534357312903524
205312_at,-153.62355300000002,158.18196633976297,-4.55841333976295
205313_at,-173.721172,173.32581264528326,0.39535935471673156
205314_x_at,-186.2481,186.0010815917863,0.24701840821370524
205315_s_at,-64.94237199999999,96.37053451467266,-31.428162514672664
205316_at,-165.823005,164.17399019693949,1.6490148030605098
205317_s_at,-165.974246,164.01517752280557,1.9590684771944211
205318_at,-145.795996,146.77712639225666,-0.9811303922566594
205319_at,-184.511575,185.26228310917895,-0.7507081091789587
205320_at,-176.938077,178.02613303214477,-1.0880560321447774
205321_at,-186.878575,186.6860824874732,0.19249251252682598
205322_s_at,-172.971595,172.81527959901416,0.1563154009858465
205323_s_at,-106.43980400000001,105.99831160502866,0.4414923949713483
205324_s_at,-115.700156,114.72859829463704,0.9715577053629687
205325_at,-160.30834099999998,159.18578145946705,1.122559540532933
205326_at,-177.304887,177.824771432691,-0.5198844326909864
205327_s_at,-125.404843,132.91360153674043,-7.50875853674043
205328_at,-175.176651,176.09403810346737,-0.9173871034673766
205329_s_at,-188.117059,186.6347945709441,1.4822644290559026
205330_at,-203.06878999999998,203.38745804923627,-0.3186680492362939
205331_s_at,-73.982326,82.46074090706983,-8.478414907069833
205332_at,-157.078572,161.52075816718443,-4.442186167184417
205333_s_at,-153.14457099999998,153.24257146535848,-0.0980004653584956
205334_at,-166.164694,170.09522115083013,-3.9305271508301303
205335_s_at,-116.487909,123.00563508988584,-6.517726089885841
205336_at,-173.84606200000002,181.54197871783057,-7.695916717830556
205337_at,-215.240007,213.67320828207642,1.5667987179235752
205338_s_at,-187.724073,188.8030610883092,-1.0789880883091882
205339_at,-124.872072,130.12574566495846,-5.2536736649584554
205340_at,-85.83861,89.00140677049276,-3.1627967704927613
205341_at,-159.047287,166.6010152404621,-7.553728240462078
205342_s_at,-193.91208,196.28459353121295,-2.3725135312129453
205343_at,-180.67856,180.4338671780156,0.24469282198441533
205344_at,-133.314499,138.14433294690977,-4.829833946909758
205345_at,-183.022258,178.1641878574859,4.858070142514094
205346_at,-182.557836,193.12598389005464,-10.568147890054632
205347_s_at,-176.704032,177.75422398213635,-1.0501919821363401
205348_s_at,-173.418529,178.9133437651294,-5.494814765129405
205349_at,-107.21208500000002,113.39809849563454,-6.186013495634526
205350_at,-191.527796,191.75664067772922,-0.2288446777292279
205351_at,-103.383649,105.86234014376564,-2.47869114376563
205352_at,-185.741646,186.1205461964295,-0.37890019642949824
205353_s_at,-146.070089,152.5872953408208,-6.517206340820792
205354_at,-155.149133,161.6935151403552,-6.5443821403551965
205355_at,-178.241988,179.01440901628519,-0.7724210162851932
205356_at,-93.922754,96.88927703574596,-2.966523035745965
205357_s_at,-188.022056,185.63441360308877,2.387642396911218
205358_at,-151.476603,156.7638744474327,-5.287271447432687
205359_at,-152.107195,152.2050021211838,-0.09780712118381985
205360_at,-171.758379,181.42252420675467,-9.664145206754682
205361_s_at,-128.481766,138.61818343765358,-10.136417437653591
205362_s_at,-93.764127,96.93050739091481,-3.16638039091481
205363_at,-187.38136200000002,194.54327198138876,-7.161909981388732
205364_at,-202.333171,202.60173133129362,-0.268560331293628
205365_at,-174.044574,177.89176342140672,-3.8471894214067106
205366_s_at,-148.94160300000001,148.36545072125628,0.5761522787437343
205367_at,-137.887549,137.64808248674478,0.2394665132552234
205368_at,-199.462656,203.89574979193588,-4.433093791935875
205369_x_at,-177.250909,170.57045646054038,6.680452539459623
205370_x_at,-54.026388,62.038803484014096,-8.012415484014099
205371_s_at,-149.95314199999999,148.1081967684527,1.8449452315472854
205372_at,-166.73164,163.5653183001843,3.166321699815711
205373_at,-192.03548899999998,199.4349877790691,-7.39949877906912
205374_at,-200.795943,201.13765174753973,-0.3417087475397409
205375_at,-120.54906100000001,120.90331198136738,-0.35425098136737176
205376_at,-129.989509,136.59378701866763,-6.604278018667628
205377_s_at,-104.67437,112.47441078501598,-7.80004078501598
205378_s_at,-155.327043,157.83915197163066,-2.512108971630653
205379_at,-202.16041299999998,205.9762721811506,-3.815859181150614
205380_at,-201.352956,201.93001861754067,-0.5770626175406619
205381_at,-122.558948,122.83313803768516,-0.2741900376851589
205382_s_at,-200.660151,204.35856706449607,-3.698416064496058
205383_s_at,-173.93504099999998,174.09658912313768,-0.16154812313769185
205384_at,-145.372076,144.71545349852232,0.6566225014776705
205385_at,-191.690042,190.81989119393987,0.8701508060601384
205386_s_at,-126.022604,126.420497171052,-0.3978931710520044
205387_s_at,-158.65899199999998,168.15815846575302,-9.499166465753035
205388_at,-173.64310600000002,181.55480702355396,-7.911701023553945
205389_s_at,-197.159463,194.08137087438712,3.0780921256128693
205390_s_at,-144.331251,149.2199168927053,-4.888665892705291
205391_x_at,-175.551431,183.184348929619,-7.632917929618998
205392_s_at,-176.260302,175.38911030813685,0.8711916918631459
205393_s_at,-190.253635,189.02686496873656,1.2267700312634418
205394_at,-165.001792,166.10043831898977,-1.098646318989779
205395_s_at,-188.960054,186.45604113485703,2.5040128651429825
205396_at,-104.776223,106.20659861196191,-1.4303756119619067
