cell_id	cluster	umap_x	umap_y
424	4	6.24311	8.24864
425	6	15.5023	14.4965
426	0	-4.03393	9.923
427	2	-0.486625	9.0767
428	6	14.7358	14.2465
429	3	-1.38246	4.51416
430	0	-3.89709	5.71399
431	6	14.3014	13.9771
432	5	-1.19887	11.2792
433	8	-1.01357	-0.475778
434	2	-0.822009	7.08799
435	8	-0.721444	-1.61893
436	5	-1.17669	11.6889
437	3	-0.839515	4.22011
438	10	-4.06675	6.88653
439	3	-0.14231	3.03557
440	1	0.222476	6.59703
441	3	0.541506	3.79829
442	8	-0.914962	-1.30851
443	8	-0.921557	0.553614
444	8	-0.789863	-0.984034
445	8	-1.13256	-0.879576
446	4	3.74708	6.89299
447	6	14.3954	14.5245
448	6	15.2299	14.7355
449	5	1.14133	13.4511
450	3	-0.77908	4.15776
451	3	-0.648372	6.10747
452	6	14.5097	13.9579
453	6	14.5208	12.8864
454	4	4.98237	6.57523
455	6	14.3255	14.3747
456	8	-1.06261	-0.557057
457	6	15.0269	14.4081
458	0	-3.71102	9.82503
459	3	-0.0129375	4.43415
460	1	0.0584291	6.89992
461	10	-1.08478	10.296
462	8	-0.961756	-0.545837
463	0	-3.7967	8.42179
464	8	-0.674637	0.881187
465	4	4.55352	6.71201
466	3	-2.2932	4.57201
467	4	3.7011	6.377
468	5	-0.400087	12.4354
469	6	13.9451	14.4871
470	3	1.1195	5.37958
471	6	14.2685	13.3789
472	6	15.0957	14.1217
473	4	2.18527	7.24971
474	3	-0.43896	2.93788
475	8	-1.05886	-0.449537
476	5	2.39406	12.4491
477	4	4.52199	5.79273
478	3	-0.522009	2.37697
479	10	-3.75054	6.92017
480	3	-0.607209	3.14028
481	6	14.6358	14.0719
482	0	-6.23152	9.90645
483	6	14.7362	14.1067
484	2	-0.560514	9.73916
485	3	-1.03708	4.13226
486	0	-5.68609	8.49582
487	8	-0.733037	-1.57756
488	5	0.150279	13.042
489	2	-1.51256	6.47407
490	8	-0.965793	-0.905724
491	0	-5.37196	9.65017
492	5	-0.529019	11.9209
493	6	13.0401	13.8089
494	8	-0.977451	-0.381354
495	7	3.74301	12.5972
496	5	1.25815	13.0958
497	2	-1.40249	9.32865
498	8	-0.68796	-1.7547
499	6	14.6386	14.3589
500	3	0.500588	4.17124
501	2	-0.763686	7.18255
502	1	-0.464703	6.91462
503	6	14.362	14.2786
504	3	-0.452867	2.67573
505	1	0.483457	7.38143
506	6	13.9914	14.406
507	2	-1.09631	7.28693
508	0	-6.76899	9.4753
509	4	5.53075	8.98494
510	1	0.100934	7.61408
511	3	-0.0742306	3.13052
512	4	4.46882	4.89931
513	0	-4.83966	9.56407
514	0	-5.38352	9.02605
515	5	0.0751161	11.2514
516	5	2.13482	12.8797
517	0	-5.44509	9.28411
518	4	3.85536	6.68597
519	5	1.03679	11.9267
520	10	-3.49539	7.09218
521	3	1.71369	3.37229
522	0	-4.77842	7.56332
523	3	-0.830874	3.90618
524	1	1.76272	6.46853
525	3	-1.1229	5.41633
526	3	-2.4724	4.73238
527	6	14.1073	13.575
528	4	4.90467	8.57358
529	6	14.2688	13.1134
530	1	-0.0479482	6.69266
531	1	0.128628	5.7883
532	10	-3.15851	7.51912
533	6	15.372	14.6834
534	6	15.2645	14.467
535	8	-1.02054	0.555597
536	10	-0.874379	10.4994
537	8	-0.934956	-1.44086
538	8	-0.983443	-1.36002
539	1	1.5404	8.18562
540	6	15.0359	14.5663
541	8	-1.13013	-0.688899
542	8	-0.826879	-1.43501
543	3	0.0686112	3.33038
544	0	-7.99897	8.86097
545	6	13.9284	14.3881
546	3	-0.571688	3.82352
547	3	-1.13021	5.0879
548	5	1.66013	12.1016
549	8	-1.06702	-0.255166
550	3	0.955075	3.25678
551	3	-2.99685	6.30317
552	1	2.30219	5.75029
553	3	-3.5144	5.2688
554	8	-1.07787	-0.461592
555	8	-1.12495	-1.37175
556	8	-0.965033	-0.0854065
557	4	3.28698	7.43328
558	8	-0.734049	-1.72328
559	2	-0.620958	8.05024
560	6	14.9152	13.2953
561	8	-0.759056	0.47596
562	3	-0.412907	2.72339
563	4	4.11478	7.16956
564	6	14.9339	14.6521
565	6	15.0287	14.2118
566	0	-3.04493	5.8336
567	0	-7.32851	8.53595
568	4	2.99432	6.86234
569	1	2.712	8.53064
570	8	-1.05819	0.115833
571	8	-1.23049	-1.62001
572	0	-5.64711	7.70361
573	6	14.1428	14.1903
574	6	12.7751	12.509
575	6	14.7741	14.1956
576	5	-0.649752	11.7565
577	6	14.4393	14.3939
578	2	-0.00850407	8.05059
579	8	-0.873288	-1.75737
580	8	-1.23132	-0.671953
581	4	4.39064	7.42341
582	3	-0.48768	3.44727
583	6	13.3297	13.8321
584	4	5.02296	7.4249
585	6	15.1541	14.3519
586	8	-1.14076	-1.71994
587	6	15.133	12.9303
588	0	-5.99792	9.62158
589	5	1.68437	12.7293
590	2	-0.952334	10.1185
591	6	14.3133	13.9515
592	6	14.3916	13.9929
593	5	2.10301	13.3299
594	6	14.9036	14.0416
595	6	14.555	13.16
596	5	1.50215	13.8288
597	0	-7.57439	8.79074
598	3	-0.802209	5.99544
599	3	-0.83428	5.69025
600	2	-1.48176	9.56445
601	4	4.31056	7.41727
602	1	1.47171	6.04798
603	1	1.09641	8.1002
604	0	-7.99909	9.19925
605	0	-1.58147	11.6859
606	0	-5.71351	10.6935
607	3	0.715483	4.76576
608	5	1.30968	12.7544
609	0	-7.32576	10.0114
610	4	5.77118	6.15964
611	3	-1.03882	4.27436
612	3	-0.0538139	3.60712
613	3	-0.823754	3.75126
614	0	-2.10784	11.7139
615	0	-4.23625	6.57783
616	0	-6.93377	10.4344
617	4	3.97705	8.93763
618	3	-3.05572	4.51646
619	1	1.91118	5.80409
620	5	1.83931	13.4987
621	3	-1.54728	5.2108
622	3	-0.0933748	4.44922
623	4	5.2076	8.31466
624	3	-1.02327	5.25604
625	5	2.36829	12.9727
626	2	-0.949544	6.60281
627	5	1.1091	11.328
628	5	2.8546	13.104
629	0	-5.58723	8.89711
630	2	-2.58144	7.89271
631	1	1.46962	8.14754
632	2	-2.12203	9.29075
633	6	14.8013	12.7288
634	6	14.9855	12.8431
635	7	4.29821	13.1193
636	6	14.7695	12.4808
637	4	3.65382	6.1501
638	3	-0.723917	5.08144
639	0	-8.41007	9.12939
640	3	0.593742	4.96419
641	4	6.26985	8.10233
642	2	-1.46492	10.6135
643	0	-5.97816	9.02262
644	5	1.81572	13.6904
645	7	4.64806	12.9255
646	4	5.94898	5.52451
647	5	-0.0688462	12.3448
648	2	-1.50393	8.14356
649	3	0.274622	4.34552
650	0	-5.26316	8.29113
651	3	0.671167	5.63785
652	3	-0.16437	4.73337
653	0	-2.78419	11.4047
654	3	-2.41387	4.15055
655	0	-4.70645	10.3313
656	4	4.82984	5.36395
657	6	13.6897	13.7698
658	4	6.13408	9.07526
659	3	-0.973779	4.91123
660	0	-6.20747	10.4256
661	2	-1.90536	10.2033
662	0	-6.48129	10.601
663	3	0.295639	3.85892
664	6	14.5319	12.8605
665	4	5.84605	7.12381
666	5	2.94435	13.0507
667	3	0.691077	3.00274
668	0	-4.50716	10.9497
669	4	4.3807	7.28145
670	6	14.633	13.5305
671	4	5.94997	8.36456
672	9	-4.77591	5.23386
673	1	1.40742	7.49308
674	7	4.30471	12.0154
675	3	0.547559	5.13155
676	3	-0.95339	4.59466
677	4	4.14816	5.45195
678	1	-0.379599	6.03021
679	3	-0.228413	4.12717
680	3	1.44462	4.27644
681	0	-7.35295	9.95811
682	0	-4.94227	10.1234
683	3	-2.9044	4.72748
684	5	-1.30215	12.068
685	0	-4.99057	10.091
686	4	5.8443	8.25638
687	4	5.8641	8.24683
688	1	1.64862	8.21881
689	0	-7.88959	9.96193
690	1	-0.263238	6.95763
691	9	-5.93954	5.52809
692	9	-4.84009	5.27736
693	4	5.9932	8.83116
694	4	4.79581	5.95763
695	0	-4.42471	8.78958
696	4	3.97815	6.31092
697	5	0.422126	7.9459
698	6	14.7306	13.5845
699	3	-3.31544	5.18105
700	0	-3.8255	10.8981
701	4	6.13079	7.38409
702	0	-7.72131	9.03702
703	7	4.50213	13.1942
704	5	1.76919	12.3856
705	4	4.66864	5.15909
706	3	-0.238448	4.31993
707	0	-6.17689	10.4343
708	5	2.74507	11.0717
709	5	-0.218459	12.782
710	1	0.02157	8.12311
711	1	1.34425	5.83078
712	1	0.339793	6.17332
713	6	13.4941	14.2384
714	3	-1.30967	5.27315
715	5	2.00924	10.6753
716	9	-4.62019	4.99257
717	5	2.25127	11.6037
718	3	0.76841	3.34089
719	4	6.25792	8.3136
720	0	-2.69465	9.07719
721	2	-2.13675	10.5744
722	5	-0.232406	11.4983
723	3	-3.53285	5.24281
724	2	0.246644	9.19313
725	5	-1.04752	12.4063
726	3	1.65102	3.05964
727	0	-4.79559	8.00835
728	4	5.88025	5.84414
729	0	-3.20508	6.27829
730	3	-0.936751	3.38943
731	10	-4.36143	6.89783
732	1	0.192703	7.65235
733	2	-2.71858	8.68294
734	0	-3.32111	9.79579
735	0	-4.34266	10.0857
736	6	14.3212	13.0746
737	1	1.12608	5.47758
738	5	-0.520527	12.778
739	4	6.09788	7.01584
740	6	3.0015	9.77044
741	9	-5.44458	5.34473
742	5	2.56732	12.0004
743	0	-7.50196	9.08424
744	2	-1.08062	6.90888
745	5	3.51467	10.4763
746	10	-0.273375	10.4737
747	4	5.66078	7.14998
748	4	5.74663	5.64339
749	6	13.1637	14.015
750	3	-3.84567	5.0639
751	0	-7.33472	9.60537
752	0	-8.37451	8.92679
753	4	6.55229	5.81255
754	7	4.65012	13.1351
755	1	0.600209	6.60319
756	5	1.43025	12.3901
757	0	-8.20774	8.87802
758	0	-7.2735	10.4791
759	4	5.41172	9.24849
760	7	3.75072	12.7686
761	2	-2.33997	9.80893
762	2	-0.859997	7.68342
763	5	-1.2917	11.9741
764	2	-1.32739	7.41327
765	3	-0.450534	3.91294
766	3	-1.88959	4.00151
767	0	-2.60682	11.6121
768	0	-7.18795	10.5512
769	1	1.43768	7.17957
770	3	1.3096	4.38005
771	6	14.7434	12.9355
772	6	14.2194	13.1613
773	4	4.76826	6.02382
774	5	0.11272	12.2943
775	5	2.64938	12.2518
776	3	0.238651	4.92692
777	7	4.19668	13.0267
778	3	3.37357	6.94137
779	2	-1.12946	6.98042
780	6	14.286	13.6035
781	9	-5.83745	5.65653
782	5	0.719257	12.4573
783	3	-0.363415	5.5213
784	5	2.20517	14.0057
785	0	-8.0148	8.87647
786	0	-6.68912	10.175
787	5	-0.452343	12.5486
788	5	-0.400559	11.8133
789	2	-2.40842	9.41384
790	0	-7.85208	9.05875
791	2	-1.25276	7.68093
792	4	5.35056	9.45969
793	4	4.43709	6.55999
794	3	-0.710984	3.44798
795	0	-3.80008	9.56887
796	2	-1.61135	7.08617
797	2	-1.78215	9.93167
798	0	-8.24615	8.89873
799	2	-3.07443	10.1909
800	5	-0.297565	12.9655
801	1	0.552805	5.68224
802	0	-3.84661	8.34126
803	2	-0.870576	6.1757
804	5	-0.367191	12.8254
805	5	1.26323	12.5482
806	6	14.5319	13.4951
807	4	6.25668	7.03473
808	3	-3.37944	4.41878
809	0	-2.44659	11.5696
810	4	5.7878	7.26143
811	2	-0.103375	7.83128
812	3	1.32006	3.06932
813	2	-0.168665	9.33202
814	4	5.77984	7.5655
815	4	5.42422	7.92822
816	4	4.38198	9.64475
817	5	2.8401	12.9255
818	2	-0.0474092	7.78481
819	4	6.05566	6.75656
820	7	4.19335	13.5964
821	0	-6.65305	10.0981
822	4	4.39262	5.48801
823	3	-3.86753	4.66928
824	3	-1.20497	4.3205
825	6	14.3598	13.6353
826	0	-6.50548	10.2081
827	2	-1.64694	7.9807
828	3	-1.25299	4.63456
829	4	5.49266	5.75808
830	4	4.82959	6.31434
831	0	-3.55085	9.51936
832	3	-0.383778	4.48881
833	1	1.92239	6.72465
834	9	-6.02744	5.83484
835	3	-3.18774	4.36206
836	3	1.12234	3.24638
837	0	-6.52038	10.7066
838	5	2.27703	11.6909
839	2	-0.987848	7.18967
840	3	1.63979	4.70576
841	6	14.3669	13.2634
842	2	-2.61128	9.78864
843	5	0.00952654	11.8634
844	3	0.0488093	4.50878
845	9	-5.42009	5.3748
846	2	-1.48566	8.57222
847	3	0.948739	4.56691
848	9	-3.7667	5.12552
849	6	15.0165	12.7873
850	3	-1.25083	4.67019
851	0	-7.52842	10.1941
852	4	4.61948	10.0132
853	4	4.69935	6.96807
854	5	1.34124	13.3602
855	0	-7.3727	9.84291
856	3	-2.54947	4.9333
857	7	4.49027	12.86
858	1	2.04697	6.90016
859	3	-2.19068	4.44314
860	6	13.43	13.6534
861	3	-2.06227	4.58991
862	4	4.46979	6.7034
863	2	-1.49197	8.8006
864	0	-7.89367	9.99299
865	0	-4.82622	6.92422
866	4	5.90203	6.88731
867	0	-5.65445	10.6149
868	4	4.56999	8.26347
869	3	-1.82709	5.13647
870	3	0.565623	4.38974
871	3	1.95801	3.081
872	1	0.506019	5.85038
873	6	13.4619	14.1411
874	3	0.863752	3.09446
875	2	-1.06626	6.82902
876	5	2.09613	13.8234
877	3	-1.58936	3.96779
878	1	2.20804	8.00704
879	2	-1.901	8.79431
880	4	6.05533	7.34105
881	2	-1.87226	7.52188
882	0	-5.86509	10.4939
883	5	-1.09878	12.332
884	1	2.33983	8.62072
885	1	-0.175584	6.06611
886	0	-5.18358	8.08641
887	6	14.4194	12.9891
888	5	-0.499489	12.1497
889	4	4.55327	5.67381
890	0	-1.81442	11.6957
891	5	2.39984	12.0303
892	0	-7.21364	9.34606
893	6	13.7124	13.2048
894	1	-0.0449547	6.1282
895	4	3.02955	6.68555
896	6	15.1678	13.1128
897	5	1.9514	13.9607
898	4	6.03393	8.1166
899	0	-5.99394	10.893
900	5	-0.312337	12.0833
901	2	-0.901223	7.05728
902	7	4.41801	12.9426
903	2	-2.31326	10.284
904	3	0.122082	4.08451
905	1	2.32443	8.86294
906	4	4.97115	9.37905
907	7	4.5087	13.0681
908	0	-6.94952	9.69281
909	7	3.21721	13.4074
910	3	-0.248414	4.63023
911	0	-6.14333	10.6365
912	2	-0.475499	7.63675
913	4	6.56895	8.34203
914	7	3.9732	13.689
915	1	-0.0893617	7.6851
916	2	-1.96624	7.44348
917	6	13.3102	13.1865
918	3	-0.56773	4.29697
919	3	-0.0737161	4.5566
920	2	-1.20716	7.69579
921	5	2.34794	13.0718
922	0	-8.27611	8.69765
923	7	4.80936	12.7203
924	0	-6.90528	9.47235
925	1	0.393926	8.43532
926	4	3.85284	4.75682
927	7	4.07809	13.1894
928	4	6.23382	5.91371
929	1	0.507367	6.1102
930	1	0.832491	8.85911
931	3	-0.455504	3.54772
932	0	-5.23128	10.8442
933	10	-1.34679	9.9817
934	3	1.22871	3.10267
935	1	1.12661	7.58943
936	2	-0.38107	8.3377
937	5	2.58929	13.2562
938	7	3.30948	12.8742
939	5	1.71585	13.1205
940	6	13.9755	13.0355
941	3	0.667091	4.35359
942	2	-0.0582438	8.28728
943	1	0.415225	8.2567
944	7	2.7067	11.2642
945	1	-0.428154	6.80147
946	6	14.0807	13.4332
947	3	-0.0100881	5.00867
948	0	-6.46815	9.76034
949	4	6.11053	8.55027
950	5	1.88227	13.9738
951	3	-0.488666	4.53491
952	1	1.98253	7.14701
953	4	4.90261	9.94945
954	6	14.1262	13.4469
955	0	-2.86837	10.6998
956	5	-1.52511	12.2878
957	9	-5.9462	5.4132
